title,tags
A Bridge Too Far,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure. Drama History War Dirk Bogarde James Caan Michael Caine Sean Connery Edward Fox Elliott Gould Gene Hackman Anthony Hopkins Hardy Krüger Laurence Olivier Ryan O'Neal Robert Redford Maximilian Schell Liv Ullmann John Judd Denholm Elliott Jeremy Kemp Wolfgang Preiss Nicholas Campbell Colin Farrell Walter Kohut Alun Armstrong Hans von Borsody Hartmut Becker Michael Byrne Garrick Hagon John Ratzenberger Fred Williams Ben Cross Arthur Hill Edward Kalinski Ben Howard Donald Douglas netherlands world war ii panzer british soldier
Red Eye,"After attending the funeral of her grandmother in Dallas, the Lux Atlantic Hotel manager Lisa is waiting for a flight to Miami. Due to the bad weather and consequent flight delay, she meets in the airport bar Jack Rippner, who is also in the waiting list. They sit together in the plane, and Jack reveals that he wants Lisa to change the room in Lux of an important American politician to facilitate a terrorist attempt against him. Otherwise, Lisa's father will be killed by a hit man. Lisa has to decide what to do with the menacing man at her side. Horror Thriller Rachel McAdams Cillian Murphy Brian Cox Jayma Mays Jack Scalia Robert Pine Terry Press Brittany Oaks Laura Johnson Max Kasch Kyle Gallner Angela Paton Loren Lester Suzie Plakson Monica McSwain Beth Toussaint Adam Gobble Megan Crawford Carl Gilliard Mary Kathleen Gordon Philip Pavel Amber Mead Dey Young Jeanine Jackson hostage menace hitman airplane"
Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next. Horror Mystery Ali Larter A.J. Cook Michael Landes Tony Todd Keegan Connor Tracy Terrence 'T.C.' Carson Lynda Boyd James Kirk David Paetkau Justina Machado Sarah Carter Alejandro Rae Shaun Sipos Andrew Airlie Noel Fisher ambulance premonition hospital"
"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'. Action Adventure Comedy George Clooney John Turturro Tim Blake Nelson John Goodman Holly Hunter Chris Thomas King Charles Durning Del Pentecost Michael Badalucco J.R. Horne Brian Reddy Wayne Duvall Ed Gale Ray McKinnon Daniel von Bargen Mia Tate Musetta Vander Christy Taylor Millford Fortenberry Frank Collison Quinn Gasaway Lee Weaver Stephen Root prophecy southern usa music record country music mississippi seduction musical fraud"
Legion,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael. Horror Paul Bettany Dennis Quaid Kevin Durand Kate Walsh Doug Jones Lucas Black Tyrese Gibson Adrianne Palicki Charles S. Dutton Jon Tenney Jeanette Miller Cameron Harlow Josh Stamberg Yancey Arias Willa Holland angel diner religion apocalypse demon desert angels"
Pain & Gain,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story. Thriller Crime Action Mark Wahlberg Dwayne Johnson Anthony Mackie Tony Shalhoub Ed Harris Rob Corddry Bar Paly Rebel Wilson Ken Jeong Michael Rispoli Keili Lefkovitz Vivi Pineda Christopher Jestin Langstaff Gustavo Quiroz Jr. Corinne Ferrer Zack Moore Kory Getman Peter Stormare Larry Hankin Tony Plana Brian Stepanek Persei Caputo Bill Kelly Emily Rutherfurd Wladimir Klitschko miami scam crime weight lifting weightlifting duringcreditsstinger"
In Good Company,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex. Comedy Drama Romance Topher Grace Scarlett Johansson Dennis Quaid Marg Helgenberger David Paymer Clark Gregg Philip Baker Hall Kevin Chapman Selma Blair Frankie Faison Ty Burrell Amy Aquino Enrique Castillo Malcolm McDowell John Cho midlife crisis daughter bad boss"
Clockstoppers,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun. Adventure Family Science Fiction Thriller Jesse Bradford Paula Garcés Robin Thomas French Stewart Michael Biehn Julia Sweeney Garikayi Mutambirwa Lindze Letherman Jason George Ken Jenkins Tony Abatemarco Brian J. Williams time airplane youth wristwatch"
Silverado,"Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are. Action Crime Drama Western Kevin Kline Scott Glenn Kevin Costner Danny Glover Brian Dennehy John Cleese Brad Leland Marvin J. McIntyre Sheb Wooley Jon Kasdan Todd Allen Kenny Call Bill Thurman Meg Kasdan Dick Durock Gene Hartline Autry Ward Jake Kasdan Rosanna Arquette Rusty Meyers Zeke Davidson Lois Geary James Gammon Troy Ward Roy McAdams Linda Hunt Jeff Goldblum Ray Baker Joe Seneca Lynn Whitfield Jeff Fahey Patricia Gaul Amanda Wyss Earl Hindman Thomas Wilson Brown Jim Haynie Richard Jenkins Ken Farmer Sam Gauny sheriff fight horse male friendship two guns belt"
Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem. Drama Thriller War Tobey Maguire Jake Gyllenhaal Natalie Portman Sam Shepard Mare Winningham Bailee Madison Taylor Geare Patrick John Flueger Clifton Collins Jr Carey Mulligan Omid Abtahi Navid Negahban Ethan Suplee Arron Shiver Ray Prewitt Jenny Wade Jason E. Hill James D. Dever Luce Rains Enayat Delawary Rick La Monda Kevin Wiggins Yousuf Azami Carrie Fleming brother brother relationship brother-in-law loss of husband war in afghanistan sister-in-law"
Agent Cody Banks 2: Destination London,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain. Comedy Frankie Muniz Anthony Anderson Hannah Spearritt Alfie Allen Cynthia Stevenson Daniel Roebuck Anna Chancellor Keith Allen James Faulkner David Kelly Santiago Segura Connor Widdows Keith David Rod Silvers Jack Stanley Joshua Brody london england cia teenage hero teen spy cia agent"
New Year's Eve,The lives of several couples and singles in New York intertwine over the course of New Year's Eve. Comedy Romance Robert De Niro Katherine Heigl Ashton Kutcher Carla Gugino Lea Michele Zac Efron Josh Duhamel Jessica Biel Halle Berry Sofía Vergara Abigail Breslin Alyssa Milano Hilary Swank Sarah Jessica Parker Michelle Pfeiffer Cary Elwes Seth Meyers Sarah Paulson Til Schweiger Jon Bon Jovi Héctor Elizondo Katherine McNamara Ludacris Jake T. Austin Nat Wolff Yeardley Smith Ryan Seacrest Michael Bloomberg Fiona Choi Jim Belushi Mara Davi Cassidy Reiff Russell Peters Serena Poon Common new year's eve illustrator caterer pedicab ticket videoconferencing multiple storylines duringcreditsstinger
Original Sin,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp Drama Thriller Mystery Romance Angelina Jolie Antonio Banderas Gregory Itzin Jack Thompson Allison Mackie Joan Pringle Cordelia Richards Thomas Jane James Haven Lisa Owen women sex cuba eroticism lover (female) passion coffee grower sin denunciation"
The Raven,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories. Crime Thriller Mystery John Cusack Luke Evans Alice Eve Brendan Gleeson Kevin McNally Oliver Jackson-Cohen Jimmy Yuill Pam Ferris Brendan Coyle Dave Legeno Michael Shannon poison blackmail masked ball historical figure buried alive serial killer deadline edgar allan poe newspaper review baltimore maryland newspaper office hard times life imitates art pendulum"
Welcome to Mooseport,"A US president (Gene Hackman) who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate (Ray Romano). Comedy Ray Romano Gene Hackman Marcia Gay Harden Maura Tierney June Squibb Christine Baranski Fred Savage Rip Torn Wayne Robson Michael Kinney "
Highlander: The Final Dimension,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him. Action Fantasy Science Fiction Christopher Lambert Mario Van Peebles Deborah Kara Unger Mako Martin Neufeld Daniel Do Michael Jayston Louis Bertignac japan new york scotland morocco good and bad"
Blood and Wine,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes. Crime Drama Thriller Jack Nicholson Stephen Dorff Jennifer Lopez Judy Davis Michael Caine Harold Perrineau Robyn Peterson Mike Starr robbery gun fight love murder heist theft diamond neo-noir"
Snow White: A Tale of Terror,"Based somewhat more authentically on the Grimm Brothers' story of a young woman who is unliked by her stepmother, the film includes the talking mirror, a poisoned apple, and some ruffian gold (not diamond) miners (and they aren't dwarfs or cute). It takes place at the time of the Crusades, and depicts the attitudes of the wealthy and the peasant classes toward one another. Fantasy Horror Sigourney Weaver Sam Neill Monica Keena Gil Bellows Brian Glover David Conrad Anthony Brophy Andrew Tiernan Taryn Davis jealousy toxication castle step mother fairy-tale figure apple middle ages mirror nobility"
The Curse of the Jade Scorpion,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them. Comedy Crime Mystery Romance Thriller Dan Aykroyd Helen Hunt Woody Allen Charlize Theron David Ogden Stiers Brian Markinson John Tormey John Schuck Elizabeth Berkley Kaili Vernoff Maurice Sonnenberg Peter Gerety Kevin Cahoon Wallace Shawn Vince Giordano Kenneth Edelson Brian McConnachie Judy Gold Ira Wheeler Tina Sloan Ramsey Faragallah Arthur J. Nascarella Irwin Corey Michael Mulheren Peter Linari Dan Moran Ray Garvey John Doumanian Philip Levy Howard Alden Ted Sommer Randy Sandke Peter Ecklund Joel Helleny Chuck Wilson Raymond Beckenstein Lawrence Feldman Ken Peplowski Carole Bayeux Herb Lovelle Carmen Patrick Horgan Howard Erskine Bob Dorian Trude Klein Bruce Brown Dick Hyman hypnosis independent film"
Accidental Love,"A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, DC.  Sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for? Romance Comedy Jake Gyllenhaal Jessica Biel James Marsden Catherine Keener Paul Reubens Kirstie Alley James Brolin Tracy Morgan Malinda Williams Kurt Fuller David Ramsey Michael Harding Olivia Crocicchia Conrad Goode Bill Hader Albert Gore III Raymond L. Brown Jr. one-night stand romantic comedy accidental love"
Flipper,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime. Adventure Family Elijah Wood Paul Hogan Jonathan Banks Jason Fuchs Robert Deacon Luke Halpin Chelsea Field dolphin florida florida keys summer"
